Periodo,Total nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas
2000,100.0,1.0288224550821852,2.9037826701340643,0.6448575557724139,0.8438202563250525,2.470914647927299,1.1240111676227706,5.103268342004748,4.8385828538212925,0.3451737232267982,3.337945223986095,4.431607897849968,2.558830379951851,2.2238978133705847,9.669347174504619,4.224841994139373,7.805263701936132,1.0889819199675763,1.917051473498212,1.5319375556867607,3.2347277385816957,4.35326805000513,1.2624158238097658,0.3169127834123971,1.7068828008914942,7.24029967531589,4.888911908192204,1.7413664959247561,3.0057664571472067,0.6896678173398328,9.496045157157115,1.7548016417386594,2.215996303674153
2001,100.0,1.1615933014964206,2.7282130518399215,0.6591488528960487,0.7026689873925112,2.328718112952113,0.9951181566350809,4.680844844337654,5.101011633463669,0.35269410091890585,3.4111063541218725,4.890082540804045,2.288631815299129,2.176721809162084,10.223622694266734,4.650946419781397,7.629261604997144,1.1238855369579965,1.8838301006451414,1.685462332848141,3.1283660253794476,4.379599860561326,1.4172516586636466,0.29493602747178493,1.8105291055228276,7.2687812611354445,5.236910224692781,1.7798518487989368,2.5945696555351208,0.7418154665134356,8.908398973444696,1.573618846184488,2.191810181102431
2002,100.0,1.1875797745287675,2.695860112241945,0.6843649163184579,0.5671782936588002,2.3564466844232057,1.0884037363337513,4.886016735217571,4.820065797941356,0.33443243637292713,3.4141174471445948,5.025829692159438,2.2253431203856078,2.1422447063342167,10.736896731661277,4.342890080599574,7.393586280556681,1.1237953471022883,1.8253636802028024,1.7919150523398475,2.9082685138603908,4.103064549276494,1.5144523851387799,0.30956034389790504,1.9245376206475608,7.0425865118965785,5.1823675457411875,1.9048057155545934,2.494216665697195,0.5731184231392183,9.118039083101143,1.6007936880055942,2.6818590277703254
2003,100.0,1.1812962094604524,2.4844943195183338,0.7741504971824757,0.675734232369185,2.532430194531085,1.0029503037248235,4.92526271817744,4.796017754216682,0.3398562600341375,3.9266424670103257,4.8866006847979575,2.4654157339603855,2.2522190671934945,10.161654607073332,4.3803050972676525,7.363838591390376,1.1477934688350724,1.4220023697592632,1.7351606423009918,2.622525997005657,4.209822830968832,1.458859559830953,0.34061164532402793,2.0461935098130972,6.600448911223111,5.514730603543149,1.746927367632399,3.290218350437239,0.7484364186724115,8.776838294978536,1.6151852547965317,2.57537603697059
2004,100.0,1.1375014687348395,2.7607333089305937,0.7039093199206342,0.7676241645230053,2.6430329737178004,1.0098842674668211,4.5217123880583685,4.882758422370786,0.2991942481632985,3.959272257041518,5.109714689890664,2.2930025603576984,2.1987717174717187,10.687359702597007,4.461210030827773,6.778704079085229,1.1482501865514754,1.5898498680608102,1.6195155923452127,2.5960297305442435,4.2033223874244685,1.3836657702171822,0.3614660174716854,2.0294393325268842,7.587010027469662,4.913193494395508,1.91451527241235,3.5914113106188776,0.6075855792336676,8.281547253224169,1.822408469681725,2.136404108664324
2005,100.0,1.2716883459964758,2.944245766636337,0.8392673388302839,0.7500887398813485,3.0716634696273806,1.0148465609489492,4.265438073476598,5.0997471636895755,0.3415464887145229,3.604143272235552,4.752076837339694,2.4621150395026907,2.259818769048182,10.627951967708528,4.055214158909861,6.869998515507102,1.2968169065844226,1.6186760710057713,1.5605122458054577,2.595725545853065,4.4137102830464165,1.2655023709266477,0.39970735498938553,2.1286286637167406,7.461341360160627,5.6811473359987295,1.7491719669044736,3.3808204223068086,0.6947948447588723,7.921634762246438,1.780008294687434,1.8219510629556166
2006,100.0,1.2320402219155173,2.67722405027712,0.731352859891096,0.8266351047608049,2.6683836504048397,0.999427775836945,4.223269690306865,5.299391506189891,0.2808931638093051,3.82591621378294,4.349200039649126,2.4604572483796123,2.3451133630138674,10.724966929721477,4.1532609363000095,7.3827173260007175,1.2260203377126553,1.5144845622619216,1.4591103654117894,2.696294334126707,4.3321028317951615,1.276246932844477,0.42237382771166365,2.0304438280362476,7.981553707591191,5.117802980971101,1.7727716249321865,3.239128167084658,0.6909387466834526,7.856359219436486,1.8004270273573229,2.403691425802838
2007,100.0,1.2413042257349924,2.435776455307266,0.6889836615215755,0.6030464770027156,2.6494606522745334,0.9999130377112624,4.172960926086671,5.416840754423857,0.26577588801717955,3.5857391487258,4.518768707933677,2.3787061562756113,2.191936646923716,10.905378189661143,4.581591631301478,7.407957245235153,1.229511109552074,1.5799938104581233,1.5466268633362432,2.612010958945587,4.383344612116642,1.3852801029882695,0.3279375996439467,2.010308069132001,8.305913815964468,5.5580932940712735,1.5172495832049324,3.4177950650151443,0.616502279763771,7.617976422368729,1.797176388750078,2.050140220552087
2008,100.0,1.3497459275386536,2.391550868552689,0.6712148380199576,0.68276058221591,2.552566370756557,1.0403992899295371,4.103319169990539,5.046416076819971,0.25057138699039827,3.6036805125621374,4.626367118761509,2.4695390137255946,2.2405689769709847,10.924214950807114,4.231534982023094,7.9551873418484504,1.074985953613214,1.6979611405147015,1.416066839806783,2.689844294869985,4.375534253534861,1.3402903647154971,0.2749638940593709,2.0878967272629527,8.188112648055652,5.7413851436671095,1.492975770561202,3.4315928871185437,0.7368822602621118,7.569786100175055,1.6070292059534377,2.135055108316424
2009,100.0,1.3054632384935132,2.7758975820938327,0.6474437526489211,0.7442216766084481,2.8321333403360787,0.8741504928954896,4.205909678630776,5.317786196977348,0.2756381713735095,3.7917463506170423,4.756530144046538,2.4380745531625143,2.120610813455231,10.676974991764885,3.6919574393702206,7.5530405036573365,1.1791479429754752,1.5486525982050188,1.5144163475528378,2.789643704079976,4.196460046699978,1.3428642075269634,0.3335964739228213,1.9739225777280374,7.858611085097235,5.887032066491671,1.4737002892866364,3.4136730770348698,0.6689957179421862,7.963173010787688,1.7221545189364282,2.1263774096004884
2010,100.0,1.3353566282727076,2.730024277449233,0.7797027975979216,0.8686022222899322,2.7943411481075215,0.9243251369698233,4.253311324533296,5.579951668039092,0.26555428475228204,3.5711406348101873,4.520620013116842,2.5368404826245685,2.1113647686081296,11.434163455399364,3.919013793093415,6.951178293635523,1.193144391430977,1.5560062072536953,1.5829548090612562,2.739586823349422,4.295429105928392,1.4481816788644721,0.39548733402191255,2.0987831400111587,6.897222896760874,5.866078499469591,1.464690327950368,3.5924002307813536,0.7292623555611025,7.625183075687117,1.7486722050120664,2.1914259895564
2011,100.0,1.4709849477358772,2.8071613353419576,0.7793120054510742,0.8098241889367274,2.8007377737974175,1.021113351897197,4.4306288462136685,5.416848987665734,0.2912501442261925,3.428254306606351,4.727707868455152,2.6148784112781462,1.92505680207133,11.221604313931836,3.4580723732623047,8.113940853197763,1.1391155550580816,1.8062895799628658,1.4456486188554878,2.794170704662934,4.217106160080332,1.408027912524331,0.4237178698695744,1.9343147449768991,6.511824887013856,5.924935480669624,1.4541338777196526,3.319171930545648,0.4996037891709982,8.090134775131803,1.8527677280472408,1.8616598756419436
